,收盘,开盘,高,低,交易量
2002/12/30,1366.36,1379.74,1379.75,1358.43,0.63473
2002/12/31,1357.65,1364.97,1370.53,1348.71,0.65058
2003/1/2,1320.63,1347.43,1351.34,1317.47,0.50657
2003/1/3,1319.87,1317.58,1323.63,1312.8,0.36493
2003/1/6,1334.68,1319.69,1334.89,1311.68,0.58505
2003/1/7,1332.06,1335.63,1346.82,1326.19,0.65471
2003/1/8,1372.07,1331.44,1373.12,1330.45,0.84773
2003/1/9,1397.38,1374.62,1402.29,1365.37,1.62
2003/1/10,1384.86,1398.38,1411.37,1384.63,1.46
2003/1/13,1386.31,1381.87,1391.19,1378.65,0.78762
2003/1/14,1466.85,1386.9,1476.91,1386.59,3.18
2003/1/15,1459.92,1477.45,1485.8,1448.27,3.25
2003/1/16,1485.62,1458.87,1486.06,1454.55,2.13
2003/1/17,1478.67,1488.27,1492.72,1472.96,1.86
2003/1/20,1482.68,1475.71,1482.94,1458.12,1.4
2003/1/21,1454.89,1485.87,1489.55,1454.61,1.32
2003/1/22,1460.53,1448.83,1463.94,1446.35,1.03
2003/1/23,1450.62,1460.25,1470.33,1448.7,0.97651
2003/1/24,1479.07,1449.5,1483.56,1448.01,1.31
2003/1/27,1496.16,1481.61,1500.38,1480.97,1.2
2003/1/28,1500.64,1497.1,1502.43,1489.16,0.8892
2003/1/29,1499.82,1501.29,1508.59,1498.37,0.99055
2003/2/10,1480.17,1499.17,1499.64,1477.52,0.66725
2003/2/11,1492.76,1478.05,1492.89,1476.87,0.53749
2003/2/12,1510.67,1493.25,1510.98,1486.31,0.92561
2003/2/13,1504.34,1512.29,1519.29,1502.43,1.11
2003/2/14,1510.95,1503.37,1515.26,1500.98,0.81743
2003/2/17,1496.52,1510.64,1514.64,1490.92,0.93842
2003/2/18,1496.47,1495.14,1500.29,1488.83,0.65943
2003/2/19,1510.8,1496.65,1511.13,1490.02,0.83527
2003/2/20,1509.49,1513.01,1517.77,1507.23,0.81363
2003/2/21,1478.87,1508.08,1508.13,1476.41,0.97514
2003/2/24,1481.94,1476.07,1488.07,1474.47,0.63928
2003/2/25,1511.28,1481.11,1511.65,1481.11,0.96895
2003/2/26,1513.17,1513.49,1515.46,1506.55,0.69079
2003/2/27,1513.7,1513.17,1524.75,1508.75,0.76038
2003/2/28,1511.93,1512.87,1514.5,1501.42,0.64658
2003/3/3,1525.48,1511.59,1525.7,1511.05,0.87754
2003/3/4,1524.3,1527.45,1529.75,1517.86,0.79535
2003/3/5,1517.18,1524.08,1524.12,1508.25,0.67375
2003/3/6,1498.34,1516.6,1517.35,1494.24,0.84544
2003/3/7,1493.09,1495.69,1502.43,1489.38,0.70558
2003/3/10,1468.92,1492.21,1496.16,1467.64,0.74705
2003/3/11,1469.55,1467.55,1473.95,1463.58,0.51556
2003/3/12,1475.01,1468.75,1475.29,1458.5,0.52934
2003/3/13,1464.65,1475.04,1477.86,1463.33,0.53286
2003/3/14,1466.04,1464.99,1471.5,1461.35,0.49593
2003/3/17,1469.27,1465.14,1469.53,1453.37,0.63237
2003/3/18,1459.89,1468.99,1478.99,1458.98,0.59767
2003/3/19,1469.96,1458.58,1475.84,1452.59,0.66222
2003/3/20,1464.54,1469.66,1477.25,1460.8,0.67568
2003/3/21,1474.66,1464.18,1475.81,1461.91,0.53406
2003/3/24,1477.77,1474.59,1477.97,1470.43,0.47271
2003/3/25,1462.4,1478.05,1478.4,1461.75,0.57223
2003/3/26,1456.27,1461.32,1465.42,1452.89,0.55829
2003/3/27,1499.35,1455.44,1507.67,1447.01,1.35
2003/3/28,1491.94,1498.45,1508.26,1488.6,1.32
2003/3/31,1510.58,1491.39,1511.22,1490.99,1.05
2003/4/1,1522.55,1513,1525.23,1508.84,1.33
2003/4/2,1521.32,1522.49,1525.77,1516.79,0.9791
2003/4/3,1511.73,1521.36,1522.67,1510.51,0.82996
2003/4/4,1521.13,1510.22,1521.78,1509.61,0.9054
2003/4/7,1515.13,1521.9,1530.37,1512.5,1.19
2003/4/8,1520.55,1515.64,1523.95,1513.23,1.49
2003/4/9,1543.67,1519.98,1545.34,1510.34,2.88
2003/4/10,1551.18,1546.51,1559.87,1541.29,3.21
2003/4/11,1576.86,1552,1581.7,1548.53,2.94
2003/4/14,1616.07,1581.38,1616.65,1581.2,3.66
2003/4/15,1631.47,1619.95,1632.09,1606.73,3.21
2003/4/16,1606.24,1633.53,1649.6,1598.83,3.91
2003/4/17,1613.6,1606.23,1621.23,1595.63,2.84
2003/4/18,1603.08,1616.9,1620.81,1596.67,2.44
2003/4/21,1571.71,1598.5,1598.58,1557.12,2.16
2003/4/22,1568.69,1570.57,1575.8,1563.59,1.12
2003/4/23,1541.96,1568.13,1569.79,1540.07,1.55
2003/4/24,1503.59,1538.58,1542.11,1492.9,1.96
2003/4/25,1487.15,1501.57,1513.33,1481.07,1.21
2003/4/28,1537.69,1483.47,1538.59,1473.27,2.39
2003/4/29,1509.31,1535.88,1535.88,1508.32,1.85
2003/4/30,1521.44,1511.15,1539.57,1510.6,1.89
2003/5/12,1531.87,1522.98,1536.89,1511.87,1.55
2003/5/13,1485.31,1533.08,1534.8,1481.74,2.25
2003/5/14,1522.92,1480.11,1523.32,1477.25,1.82
2003/5/15,1555.29,1524.5,1555.56,1516.42,2.29
2003/5/16,1554.45,1555.91,1560.72,1543.17,1.6
2003/5/19,1555.45,1557.29,1563.11,1546.75,1.35
2003/5/20,1535.52,1553.69,1553.85,1530.67,1.13
2003/5/21,1533.48,1534.6,1547.31,1530.05,0.9087
2003/5/22,1546.11,1532.18,1546.39,1522.19,0.95939
2003/5/23,1560.95,1547.15,1571.69,1547.09,1.83
2003/5/26,1569.51,1563.2,1574.39,1561.04,1.53
2003/5/27,1568.34,1572.31,1575.63,1558.13,1.42
2003/5/28,1551.81,1569.33,1576.62,1549.06,1.51
2003/5/29,1568.16,1549.05,1568.54,1543.34,1.48
2003/5/30,1576.26,1570.92,1581.61,1567.28,1.61
2003/6/2,1576.53,1577.99,1578.87,1564.61,1.17
2003/6/3,1562.24,1577.08,1582.41,1561.08,1.11
2003/6/4,1574.11,1560.67,1574.77,1546.62,1.43
2003/6/5,1556.25,1575.31,1575.63,1555.45,1.18
2003/6/6,1538.92,1553.19,1557.76,1538.1,1.05
2003/6/9,1530.21,1536.27,1548.14,1527.84,0.98274
2003/6/10,1538.76,1529.53,1541.39,1529.52,0.67907
2003/6/11,1565.84,1540.72,1566.9,1540.7,1.31
2003/6/12,1562.11,1566.92,1569.13,1556.53,0.82073
2003/6/13,1566.77,1562.61,1572.41,1560.3,0.96813
2003/6/16,1559.7,1568.19,1569.55,1555.37,0.80409
2003/6/17,1557.17,1559.12,1564.94,1552.43,0.71917
2003/6/18,1553.88,1556.89,1565.92,1552.83,0.87289
2003/6/19,1538.75,1554.02,1557.38,1530.38,0.99374
2003/6/20,1529.47,1537.5,1542.42,1528.3,0.66488
2003/6/23,1511.37,1524.58,1524.91,1509.43,0.73395
2003/6/24,1512.43,1509.11,1515.84,1504.72,0.63694
2003/6/25,1502.08,1512.49,1515.92,1498.96,0.68223
2003/6/26,1515.38,1500.34,1517.21,1486.08,0.93001
2003/6/27,1497.05,1516.81,1516.87,1494.44,0.76871
2003/6/30,1486.02,1493.69,1500.97,1483.69,0.57804
2003/7/1,1484.7,1485.52,1502.57,1482.82,0.66332
2003/7/2,1499.68,1485.44,1499.97,1477.87,0.67492
2003/7/3,1504.44,1501.9,1507.71,1497.74,0.65139
2003/7/4,1502.35,1504.6,1510.17,1497.46,0.6313
2003/7/7,1501.48,1500.85,1503.81,1490.97,0.59512
2003/7/8,1512.02,1501.62,1513.55,1500.98,0.65191
2003/7/9,1503.31,1512.34,1513.28,1499.34,0.54813
2003/7/10,1531.93,1503.51,1532.19,1501.71,1.33
2003/7/11,1528.85,1532.64,1535.97,1523.24,1.33
2003/7/14,1521.41,1528.39,1529.33,1519.12,0.61201
2003/7/15,1525.44,1521.56,1531,1516.89,0.71129
2003/7/16,1529.49,1525.5,1529.82,1520.41,0.70852
2003/7/17,1539.36,1529.97,1540.19,1529.36,1.29
2003/7/18,1507.16,1539.05,1539.06,1506.49,1.14
2003/7/21,1495.88,1501.39,1504.71,1483.57,1.01
2003/7/22,1498.48,1499.89,1510.31,1485.46,0.88509
2003/7/23,1502.15,1499.31,1505.31,1491.66,0.68462
2003/7/24,1493.45,1503.06,1503.38,1491.2,0.64943
2003/7/25,1477.65,1494.58,1502.64,1471.29,1.45
2003/7/28,1470.39,1474.74,1474.74,1464.87,0.65227
2003/7/29,1477.3,1470.39,1480.58,1469.93,0.54978
2003/7/30,1479.65,1477.41,1483.07,1468.82,0.65521
2003/7/31,1476.74,1480.01,1482.6,1474.14,0.55658
2003/8/1,1476.97,1476.47,1478.36,1464.98,0.62981
2003/8/4,1494.37,1476.82,1494.42,1471.89,0.7452
2003/8/5,1494.31,1494.49,1497.01,1488.97,0.56913
2003/8/6,1486.25,1493.03,1493.39,1482.68,0.55086
2003/8/7,1487.37,1485.74,1497.1,1485.06,0.56722
2003/8/8,1471.27,1487.17,1487.41,1468.44,0.71301
2003/8/11,1474.41,1469.26,1474.72,1462.72,0.45331
2003/8/12,1479.28,1473.99,1484.59,1472.39,0.40752
2003/8/13,1465.83,1479.67,1481.12,1465.06,0.47225
2003/8/14,1455.9,1464.38,1475.02,1451.61,0.70645
2003/8/15,1450.2,1454.68,1457.63,1447.11,0.66825
2003/8/18,1445.09,1449.67,1451.67,1442.48,0.49959
2003/8/19,1449.71,1444.66,1453.45,1444.23,0.46585
2003/8/20,1441.66,1449.5,1450.47,1432.75,0.55637
2003/8/21,1441.09,1441.78,1442.86,1434.31,0.57943
2003/8/22,1438.88,1438.79,1446.28,1436.9,0.5119
2003/8/25,1422.18,1434.21,1434.21,1419.26,0.56321
2003/8/26,1425.21,1420.85,1428.41,1417.83,0.49246
2003/8/27,1425.36,1425.14,1432.35,1420.35,0.44466
2003/8/28,1415.69,1425.73,1428.35,1414.88,0.47485
2003/8/29,1421.98,1414.41,1422.35,1406.68,0.5714
2003/9/1,1449.82,1423.35,1450.04,1420.12,0.89897
2003/9/2,1446.51,1450.51,1456.55,1442.01,0.89816
2003/9/3,1447.85,1446.28,1451.22,1438.69,0.73725
2003/9/4,1447.42,1447.77,1453.43,1443.38,0.72459
2003/9/5,1431.53,1446.94,1446.97,1424.17,0.80932
2003/9/8,1425.73,1429.46,1429.56,1421.14,0.6056
2003/9/9,1420.07,1424.69,1429.71,1414.88,0.62583
2003/9/10,1423.18,1419.52,1424.77,1415.72,0.50646
2003/9/11,1423.96,1422.9,1429.56,1421.82,0.43722
2003/9/12,1409.16,1426.34,1426.81,1407.95,1.01
2003/9/15,1397.54,1407.81,1416.08,1394.27,0.70867
2003/9/16,1406.1,1396.75,1406.72,1389.49,0.6664
2003/9/17,1389.82,1406.25,1406.37,1386.78,0.62186
2003/9/18,1390.48,1388.09,1395.2,1383.4,0.5807
2003/9/19,1391.37,1390.84,1395.6,1383.72,0.54984
2003/9/22,1381.44,1392.9,1395.07,1378.32,0.48882
2003/9/23,1390.17,1380.85,1390.35,1372.85,0.69718
2003/9/24,1394.23,1391.4,1396.94,1386.79,0.59195
2003/9/25,1376.29,1394.49,1394.74,1374.79,0.4781
2003/9/26,1370.84,1374.6,1377.87,1367.75,0.45429
2003/9/29,1355.34,1369.44,1369.48,1353.24,0.48795
2003/9/30,1367.16,1354.65,1371.07,1348.22,0.60596
2003/10/8,1371.68,1366.2,1373.08,1359.5,0.43248
2003/10/9,1369.17,1371.68,1379.99,1367.65,0.55692
2003/10/10,1404.01,1369,1406,1367.11,1.26
2003/10/13,1399.66,1405.33,1411.88,1397.69,0.8465
2003/10/14,1388.17,1399.84,1400.75,1382.48,0.63675
2003/10/15,1383.1,1388.24,1401.54,1380.81,0.67102
2003/10/16,1365.51,1381.46,1382.53,1362.98,0.58589
2003/10/17,1370.58,1365.31,1375.66,1362.41,0.52855
2003/10/20,1359.5,1369.71,1370.49,1355.55,0.53572
2003/10/21,1364.3,1359.51,1364.61,1350.21,0.70805
2003/10/22,1398.01,1366.11,1403.1,1363.09,1.51
2003/10/23,1386.65,1398.59,1407.39,1384.64,1.01
2003/10/24,1381.83,1385.9,1389.88,1376.71,0.8802
2003/10/27,1369.46,1381.84,1383.6,1361.19,0.79865
2003/10/28,1369.33,1366,1382.6,1356.49,1.01
2003/10/29,1361.49,1372.35,1375.91,1344.42,1.32
2003/10/30,1344.63,1360.02,1360.07,1340.29,0.87871
2003/10/31,1348.3,1341.5,1364.66,1334.78,0.99875
2003/11/3,1364.06,1346.48,1367.34,1339.96,1.05
2003/11/4,1389.55,1363.96,1412.91,1363.9,2.39
2003/11/5,1385.11,1389.72,1396.86,1375.99,1.46
2003/11/6,1356.79,1384.67,1385.84,1351.1,1.65
2003/11/7,1335.2,1353.43,1353.45,1323.12,1.45
2003/11/10,1340.1,1330.96,1340.87,1322.05,0.83098
2003/11/11,1343.62,1340.32,1350.39,1331.12,0.90391
2003/11/12,1317.79,1341.57,1341.58,1316.85,0.95149
2003/11/13,1319.61,1313.93,1324.98,1307.39,0.83704
2003/11/14,1331.05,1318.72,1331.42,1312.79,0.7508
2003/11/17,1328.1,1330.49,1333.41,1323.68,0.58615
2003/11/18,1316.56,1334.65,1336.1,1314.99,1.48
2003/11/19,1338.87,1313.84,1341.56,1312.56,1.02
2003/11/20,1376.51,1338.6,1377.12,1336.14,2.04
2003/11/21,1361.56,1379.94,1394.57,1359.9,2.01
2003/11/24,1404.01,1360.33,1404.25,1360.23,1.85
2003/11/25,1408.41,1407.76,1423.58,1400.9,2.52
2003/11/26,1411.91,1407.3,1413.77,1398.03,1.66
2003/11/27,1389.1,1412.31,1415.74,1387.79,1.5
2003/11/28,1397.22,1388.31,1401.46,1385.82,1.2
2003/12/1,1432.7,1398.71,1432.82,1398.71,1.81
2003/12/2,1435.31,1437.24,1444.57,1430.24,1.94
2003/12/3,1445.03,1434.7,1462.07,1424.35,2.15
2003/12/4,1452.81,1445.4,1454.32,1440.82,1.83
2003/12/5,1451.12,1454.41,1456.87,1440.79,1.49
2003/12/8,1436.66,1452.11,1459.48,1435.14,1.33
2003/12/9,1443.37,1435.1,1443.61,1429.06,1.09
2003/12/10,1469.42,1449.57,1469.71,1448.5,2
2003/12/11,1470.02,1472.38,1475.38,1460.19,1.85
2003/12/12,1470.79,1469.7,1472.86,1459.55,1.47
2003/12/15,1470.36,1471.24,1474.67,1465.51,1.11
2003/12/16,1466.34,1469.12,1469.13,1441.06,1.61
2003/12/17,1453.99,1465.61,1480.43,1453.88,1.68
2003/12/18,1457.3,1450.85,1458.67,1445.08,1.4
2003/12/19,1446.29,1463.45,1470.21,1429.71,2.36
2003/12/22,1492.96,1444.17,1493.54,1441.59,2.66
2003/12/23,1500.64,1497.57,1507.04,1487.12,2.44
2003/12/24,1513.83,1501.36,1514.32,1498.98,2.05
2003/12/25,1512.6,1514.93,1525.3,1504.25,2.05
2003/12/26,1514.78,1513.11,1516.48,1504.13,0.57374
2003/12/29,1496.43,1509.28,1512.97,1495.54,1.41
2003/12/30,1511.69,1495.67,1513.73,1495.39,1.52
2003/12/31,1497.04,1513.62,1516.52,1491.25,1.46
2004/1/2,1517.19,1492.72,1526.24,1491.69,1.67
2004/1/5,1568.35,1516.8,1568.82,1516.7,2.86
2004/1/6,1574.52,1568.9,1589.08,1557.93,3.27
2004/1/7,1587.2,1574.1,1595,1565.09,3.05
2004/1/8,1610.13,1587.45,1616.58,1582.88,2.84
2004/1/9,1581.47,1612.39,1618.76,1579.69,3.21
2004/1/12,1618.52,1579.88,1619.09,1573.77,2.3
2004/1/13,1612.68,1622.05,1627.49,1596.72,2.59
2004/1/14,1592.42,1612.92,1613.15,1585.91,2.05
2004/1/15,1586.49,1591.82,1601.41,1582.36,1.88
2004/1/16,1600.42,1589.38,1604.76,1579.24,2.05
2004/1/29,1628.84,1605.25,1629.18,1603.31,1.85
2004/1/30,1590.73,1631.11,1634.41,1589.4,2.41
2004/2/2,1623.88,1630.65,1650.29,1585.96,3.46
2004/2/3,1649.28,1625.29,1650.24,1615.81,2.66
2004/2/4,1685.16,1652.61,1685.77,1652.61,3.26
2004/2/5,1693.43,1690.94,1693.9,1674.62,3.26
2004/2/6,1679.19,1690.56,1705.91,1671.4,3.39
2004/2/9,1703.53,1679.58,1703.77,1679.1,2.62
2004/2/10,1691.01,1708.9,1715.46,1683.6,2.75
2004/2/11,1677.76,1691.61,1692.9,1660.01,2.66
2004/2/12,1663.83,1679.08,1693.01,1660.31,2.71
2004/2/13,1658.54,1664.6,1672.44,1653.24,2.27
2004/2/16,1696.83,1661.45,1697.26,1661.45,2.3
2004/2/17,1703.77,1701.41,1710.86,1693.96,2.98
2004/2/18,1717.1,1704.74,1719.89,1697.32,2.92
2004/2/19,1717.02,1719.31,1728.02,1710.71,2.73
2004/2/20,1721.75,1715.81,1722.57,1702.93,2.34
2004/2/23,1681.65,1725.59,1730.28,1680.89,2.86
2004/2/24,1682.3,1675.63,1683.04,1650.18,2.7
2004/2/25,1647.38,1684.9,1700.5,1642.69,2.46
2004/2/26,1654.9,1642.41,1655.3,1628.84,2.31
2004/2/27,1675.07,1657.26,1675.32,1657.04,1.97
2004/3/1,1689.76,1676.22,1690.07,1661.34,2
2004/3/2,1687.28,1692.62,1694.82,1677.98,2.05
2004/3/3,1661.81,1686.96,1688.93,1654.56,1.92
2004/3/4,1668.87,1658.63,1670.16,1642.62,1.79
2004/3/5,1662.1,1671.06,1675.03,1660.21,1.61
2004/3/8,1637.14,1660.64,1665.73,1635.44,1.56
2004/3/9,1637.1,1636.21,1659.65,1634.71,1.62
2004/3/10,1678.07,1639.68,1678.4,1639.68,1.66
2004/3/11,1691.64,1680.31,1698.78,1672.67,1.85
2004/3/12,1694.74,1692.87,1699.25,1680.45,1.6
2004/3/15,1736.22,1696.94,1738.98,1696.82,2.52
2004/3/16,1745.54,1741.62,1747.98,1730.73,2.22
2004/3/17,1745.1,1746.74,1750.71,1730.27,1.91
2004/3/18,1717.26,1746.18,1755.1,1714.9,2.1
2004/3/19,1747.87,1715.47,1748.19,1710.84,1.77
2004/3/22,1755.68,1749.71,1760.08,1742.37,1.76
2004/3/23,1741.69,1755.32,1755.33,1731.49,1.85
2004/3/24,1740.05,1740.89,1752.42,1729.51,1.78
2004/3/25,1736.48,1737.49,1751.81,1725.98,1.62
2004/3/26,1734.05,1737.06,1741.57,1720.88,1.64
2004/3/29,1719.67,1734.59,1740.31,1717.86,1.64
2004/3/30,1724.28,1718.78,1727.18,1711.66,1.37
2004/3/31,1741.62,1726.57,1745.7,1724.21,1.61
2004/4/1,1758.15,1744.71,1758.98,1741.33,1.8
2004/4/2,1768.64,1760.47,1771.67,1756.65,2.13
2004/4/5,1766.48,1771.74,1774.12,1753.71,2.38
2004/4/6,1777.52,1767.32,1777.74,1754.74,2.31
2004/4/7,1774.55,1779.43,1783.01,1771.13,2.24
2004/4/8,1770.28,1774.4,1778.1,1765.02,2.24
2004/4/9,1727.35,1770.91,1778.22,1721.59,2.44
2004/4/12,1722.99,1717.2,1729.62,1702.4,1.84
2004/4/13,1715.14,1724.58,1734.92,1710.39,1.91
2004/4/14,1697.16,1714.53,1716.82,1678.34,1.95
2004/4/15,1679.08,1697.24,1705.02,1674.91,1.51
2004/4/16,1693.86,1678.97,1694.56,1656.3,1.75
2004/4/19,1675.88,1695.33,1698.69,1672.35,1.38
2004/4/20,1669.42,1674.36,1682.05,1659.95,1.29
2004/4/21,1651.58,1669.38,1675.36,1645.08,1.52
2004/4/22,1657.79,1649.05,1659.79,1637.29,1.26
2004/4/23,1635.5,1653.94,1653.99,1632.56,1.23
2004/4/26,1635.5,1633.27,1644.5,1623.05,1.02
2004/4/27,1611.86,1636.44,1640.69,1608.81,1.27
2004/4/28,1606.8,1606.42,1615.14,1589.1,1.25
2004/4/29,1579.45,1605.3,1613.56,1578.09,1.34
2004/4/30,1595.59,1579.97,1599.56,1572.23,1.24
2004/5/10,1560.21,1600.63,1603.07,1555.26,0.8181
2004/5/11,1568.06,1556.72,1570.76,1545.63,0.7744
2004/5/12,1603.77,1568.41,1604.42,1564.14,1.1
2004/5/13,1597.57,1605.7,1606.07,1589.46,0.8866
2004/5/14,1562.69,1596.73,1597.32,1558.54,0.9411
2004/5/17,1539.96,1556.67,1562.39,1537.47,0.8401
2004/5/18,1555.44,1537.34,1555.86,1526.24,1.21
2004/5/19,1558.29,1559.26,1575.38,1548.16,1.25
2004/5/20,1549.06,1556.68,1571.3,1542.22,0.915
2004/5/21,1558.33,1548.56,1559.86,1545.62,0.8438
2004/5/24,1550.35,1559.55,1562.33,1547.36,0.746
2004/5/25,1518.05,1549.02,1549.59,1516.35,0.9189
2004/5/26,1524.44,1515.16,1529.91,1508.64,0.7407
2004/5/27,1557.18,1524.94,1559.55,1515.97,1.23
2004/5/28,1548.72,1558.42,1561,1545.65,0.8527
2004/5/31,1555.91,1549.03,1556.79,1544.71,0.7318
2004/6/1,1579.66,1555.56,1579.82,1553.12,1.3
2004/6/2,1567.07,1580.21,1580.57,1562.24,1.37
2004/6/3,1543.53,1566.42,1566.83,1540.74,1.13
2004/6/4,1542.09,1541.09,1549.5,1534.99,1.05
2004/6/7,1517.14,1538.46,1538.5,1508.87,0.9125
2004/6/8,1493.81,1514.78,1519.99,1488.63,1
2004/6/9,1468.07,1492.2,1497.18,1464.16,1.13
2004/6/10,1468.34,1465.56,1478.17,1456.32,1.03
2004/6/11,1472.07,1471.69,1499.46,1469.54,1.04
2004/6/14,1438.74,1471.45,1471.45,1431.31,1.04
2004/6/15,1463.78,1436.08,1469.57,1433.03,0.9948
2004/6/16,1475.42,1465.23,1491.69,1452.58,1.09
2004/6/17,1445.5,1475.27,1478.49,1443.53,0.9221
2004/6/18,1427.3,1442.48,1442.48,1411.03,0.9926
2004/6/21,1433.47,1421.83,1434.2,1414.97,0.7607
2004/6/22,1450.68,1434.42,1456.13,1430.96,1.07
2004/6/23,1440.73,1450.07,1450.11,1428.8,0.8294
2004/6/24,1427.75,1438.31,1447.39,1426.49,0.9118
2004/6/25,1401.11,1426.55,1434.47,1399.39,0.9443
2004/6/28,1385.18,1396.36,1397.52,1380.2,0.7946
2004/6/29,1408.69,1384.64,1409.38,1376.22,1.02
2004/6/30,1399.16,1408.27,1415.84,1394.68,0.8201
2004/7/1,1441.07,1398.2,1445.1,1396.35,1.38
2004/7/2,1441.19,1441.12,1447.61,1428.07,1.07
2004/7/5,1444.59,1440.17,1444.93,1429.12,0.8143
2004/7/6,1450.5,1445.4,1466.78,1445.32,1.21
2004/7/7,1438.4,1448.95,1448.96,1434.29,0.7825
2004/7/8,1439.78,1436.47,1440.64,1426.95,0.6905
2004/7/9,1430.65,1439.73,1451.75,1429.14,0.7127
2004/7/12,1397.15,1426.25,1426.25,1393.81,0.8382
2004/7/13,1399.46,1395.35,1403.14,1389.16,0.6995
2004/7/14,1403.76,1399.87,1408.99,1378.91,1.01
2004/7/15,1421.54,1404.47,1422.26,1399.98,1.23
2004/7/16,1456.13,1423.69,1458.38,1422.24,2.2
2004/7/19,1457.54,1456.77,1465.84,1447.05,1.29
2004/7/20,1447.94,1457.23,1457.29,1440.06,1.21
2004/7/21,1448.04,1446.52,1452.86,1436.85,0.9319
2004/7/22,1407.44,1448.13,1449.69,1404.54,1.28
2004/7/23,1407.4,1403.36,1408.46,1387.26,1.05
2004/7/26,1387.67,1401.84,1401.88,1381.9,0.8099
2004/7/27,1384.13,1386.99,1395.31,1373.42,0.8968
2004/7/28,1388.81,1385.5,1397.17,1366.5,0.9865
2004/7/29,1407.33,1388.62,1407.36,1385.96,1.11
2004/7/30,1386.2,1408.49,1409.12,1384.74,0.8997
2004/8/2,1373.22,1381.88,1383.08,1370.5,0.6983
2004/8/3,1366.37,1371.28,1378.2,1363.69,0.7602
2004/8/4,1404.51,1365.66,1424.55,1364.01,1.71
2004/8/5,1389.04,1402.37,1413.08,1387.55,1.07
2004/8/6,1390.46,1388.07,1400.95,1380.32,0.9025
2004/8/9,1395.85,1388.08,1397.59,1382.94,0.7952
2004/8/10,1400.77,1396.62,1404.72,1390.94,0.6817
2004/8/11,1384.96,1401.02,1401.25,1382.24,0.756
2004/8/12,1368.2,1378.79,1378.79,1357.08,0.8296
2004/8/13,1368.45,1361.98,1377.82,1358.32,0.8262
2004/8/16,1354.51,1366.52,1369.87,1350.84,0.749
2004/8/17,1360.2,1354.38,1364.41,1344.81,0.6921
2004/8/18,1358.22,1359.87,1371.23,1357.03,0.7448
2004/8/19,1340.45,1357.23,1357.27,1333.48,0.8099
2004/8/20,1341.74,1338.31,1349.47,1327.77,0.8029
2004/8/23,1325.41,1339.93,1339.94,1322.98,0.6194
2004/8/24,1344.63,1323.79,1347.15,1317.56,0.9465
2004/8/25,1339.78,1344.46,1346.97,1334.29,0.6561
2004/8/26,1334.42,1339.62,1340.95,1330.22,0.5831
2004/8/27,1320.61,1333.31,1337.73,1314.6,0.6752
2004/8/30,1319.53,1318.32,1322.23,1310.02,0.5921
2004/8/31,1342.06,1342.3,1360.75,1331.76,1.17
2004/9/1,1321.46,1340.75,1340.77,1319.86,0.6246
2004/9/2,1327.93,1319.07,1328.61,1303.19,0.8533
2004/9/3,1327.12,1327.81,1333.22,1319.83,0.7472
2004/9/6,1321.46,1326.46,1326.87,1315.96,0.5787
2004/9/7,1324.29,1321.21,1325.68,1312.31,0.5653
2004/9/8,1309.33,1322.84,1323.26,1302.11,0.8213
2004/9/9,1284.31,1307.47,1307.47,1281.75,0.8086
2004/9/10,1287.08,1281.58,1287.75,1270.94,0.6111
2004/9/13,1260.32,1285.32,1285.32,1259.43,0.6862
2004/9/14,1300.36,1266.23,1305.73,1266.23,1.26
2004/9/15,1355.23,1303.29,1374.04,1301.38,2.93
2004/9/16,1371.2,1364.25,1377.99,1354.2,2.3
2004/9/17,1414.7,1373.5,1415.64,1368.54,3.11
2004/9/20,1463.22,1423.97,1463.79,1422.9,4.19
